Student_ID,Course_Code,Course_Title,Credits,Academic_Year,Semester,Enrollment_Date
RPK20240448,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2026-01-03
RPK20240448,CS102,Data Structures,5.0,2023/2024,Semester 1,2025-12-14
RPK20250449,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-04-15
RPK20250449,CS302,Cloud Computing,4.0,2024/2025,SEM2,2025-06-16
RPK20250449,MTH101,Calculus I,4.0,2025/2026,SEM1,2025-12-03
RPK20250449,CS202,Web Development,3.0,2025/2026,Semester 2,2025-12-02
RPK20250449,PHY101,Physics for Engineers,4.0,2023/2024,S1,2025-11-06
RPK20250449,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-10-27
RPK20250449,CS201,Database Systems,4.0,2025/2026,S1,2025-06-26
RPK20230450,CS301,Machine Learning,5.0,2025/2026,S2,2025-12-24
RPK20230450,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2025-11-24
RPK20230450,CS-102,Data Structures,5.0,2024/2025,S2,2025-12-17
RPK20230450,MTH102,Linear Algebra,4.0,2023/2024,SEM2,2025-06-23
RPK20250451,CS201,Database Systems,4.0,2024/2025,S1,2025-12-02
RPK20250451,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-11-07
RPK20250451,CS202,Web Development,3.0,2023/2024,Semester 2,2025-12-04
RPK20250451,PHY101,Physics for Engineers,4.0,2023/2024,S2,2025-11-13
RPK20250451,CS302,Cloud Computing,4.0,2023/2024,Semester 1,2025-12-31
RPK20250451,CS301,Machine Learning,5.0,2024/2025,S1,2025-08-05
RPK20230452,cs202,Web Development,3.0,2025/2026,Semester 2,2025-11-17
RPK20230452,CS-302,Cloud Computing,4.0,2024/2025,S1,2025-04-28
RPK20230452,ENG101,Technical Writing,3.0,2023/2024,S2,2025-11-19
RPK20230452,MTH102,Linear Algebra,4.0,2023/2024,S1,2025-12-05
RPK20230453,CS302,Cloud Computing,4.0,2023/2024,S1,2025-08-13
RPK20230453,CS201,Database Systems,4.0,2023/2024,S2,2025-10-12
RPK20230453,ENG101,Technical Writing,3.0,2024/2025,SEM1,2025-05-07
RPK20230453,CS101,Introduction to Programming,4.0,2023/2024,SEM2,2025-11-30
RPK20230453,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-06-12
RPK20230453,CS-202,Web Development,3.0,2023/2024,SEM1,2025-09-19
RPK20230453,CS102,Data Structures,5.0,2024/2025,S2,2025-02-13
RPK20240454,,Calculus I,4.0,2024/2025,S2,2025-10-25
RPK20240454,CS202,Web Development,3.0,2025/2026,SEM1,2025-08-07
RPK20240454,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-07-09
RPK20240454,,Cloud Computing,4.0,2024/2025,S1,2025-12-09
RPK20240454,CS-201,Database Systems,4.0,2025/2026,SEM1,2025-07-27
RPK20240454,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-06-25
RPK20240454,CS-101,Introduction to Programming,4.0,2024/2025,S1,2025-07-09
RPK20250455,ENG101,Technical Writing,3.0,2023/2024,Semester 1,2025-05-14
RPK20250455,CS202,Web Development,3.0,2023/2024,SEM1,2025-02-17
RPK20250455,CS201,Database Systems,4.0,2023/2024,Semester 1,2025-12-30
RPK20250455,CS301,Machine Learning,5.0,2025/2026,S2,2025-12-11
RPK20250455,PHY101,Physics for Engineers,4.0,2024/2025,S2,2025-11-14
RPK20250455,MTH101,Calculus I,4.0,2023/2024,Semester 2,2025-09-27
RPK20250455,CS-101,Introduction to Programming,4.0,2025/2026,SEM1,2025-03-22
RPK20230456,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-10-10
RPK20230456,CS301,Machine Learning,5.0,2025/2026,SEM1,2025-06-12
RPK20230456,ENG101,Technical Writing,3.0,2023/2024,Semester 1,2025-10-04
RPK20230456,CS302,Cloud Computing,4.0,2023/2024,SEM1,2025-05-13
RPK20240457,MTH101,Calculus I,4.0,2024/2025,SEM2,2025-10-24
RPK20240457,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-11-07
RPK20240457,CS-301,Machine Learning,5.0,2023/2024,SEM1,2025-04-17
RPK20240457,MTH102,Linear Algebra,4.0,2025/2026,Semester 2,2025-06-02
RPK20240457,CS101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-06-20
RPK20220458,MTH101,Calculus I,4.0,2023/2024,Semester 2,2025-09-21
RPK20220458,PHY101,Physics for Engineers,4.0,2024/2025,S2,2025-12-10
RPK20220458,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-02-27
RPK20220458,CS202,Web Development,3.0,2023/2024,Semester 1,2025-10-20
RPK20220458,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-10-21
RPK20220458,CS102,Data Structures,,2023/2024,S1,2025-12-02
RPK20220459,CS102,Data Structures,5.0,2024/2025,Semester 2,2025-02-19
RPK20220459,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-10-06
RPK20220459,CS-301,Machine Learning,5.0,2024/2025,S1,2025-08-11
RPK20220459,,Physics for Engineers,4.0,2023/2024,SEM1,2025-07-17
RPK20250460,CS-301,Machine Learning,5.0,2023/2024,S2,2025-12-18
RPK20250460,PHY101,Physics for Engineers,4.0,2025/2026,Semester 1,2025-10-31
RPK20250460,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-12-10
RPK20250460,MTH102,Linear Algebra,4.0,2023/2024,SEM2,2025-10-30
RPK20250460,MTH101,Calculus I,4.0,2025/2026,S2,2025-06-04
RPK20230461,MTH101,Calculus I,4.0,2025/2026,SEM2,2025-10-14
RPK20230461,CS102,Data Structures,5.0,2024/2025,SEM2,2025-12-20
RPK20230461,CS101,Introduction to Programming,4.0,2025/2026,SEM1,2025-12-14
RPK20230461,cs302,Cloud Computing,4.0,2025/2026,S1,2025-11-19
RPK20230461,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-06-21
RPK20220462,mth101,Calculus I,4.0,2025/2026,SEM2,2025-03-25
RPK20220462,CS202,Web Development,3.0,2023/2024,Semester 2,2025-05-29
RPK20220462,CS201,Database Systems,4.0,2024/2025,SEM1,2025-07-16
RPK20220462,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-10-20
RPK20230463,CS201,Database Systems,4.0,2023/2024,SEM2,2025-11-21
RPK20230463,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-08-18
RPK20230463,CS102,Data Structures,5.0,2025/2026,S2,2025-09-11
RPK20230463,PHY101,Physics for Engineers,,2023/2024,SEM2,2025-11-15
RPK20230463,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-07-23
RPK20230463,CS302,Cloud Computing,4.0,2023/2024,Semester 2,2025-12-09
RPK20230463,CS-202,Web Development,3.0,2025/2026,Semester 1,2025-10-28
RPK20230464,PHY101,Physics for Engineers,4.0,2023/2024,S1,2025-10-18
RPK20230464,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-11-03
RPK20230464,CS201,Database Systems,4.0,2024/2025,Semester 1,2025-09-26
RPK20230464,,Introduction to Programming,4.0,2023/2024,S1,2025-12-05
RPK20230464,cs301,Machine Learning,5.0,2023/2024,S1,2025-07-01
RPK20230464,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-07-18
RPK20230464,mth101,Calculus I,4.0,2023/2024,SEM1,2025-03-16
RPK20230465,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-07-02
RPK20230465,CS102,Data Structures,5.0,2025/2026,SEM2,2025-03-13
RPK20230465,MTH102,Linear Algebra,4.0,2025/2026,SEM1,2025-11-03
RPK20230465,CS-101,Introduction to Programming,4.0,2025/2026,SEM1,2025-12-13
RPK20230465,PHY101,Physics for Engineers,4.0,2024/2025,Semester 1,2025-04-22
RPK20230465,MTH101,Calculus I,4.0,2025/2026,SEM1,2025-08-24
RPK20230465,CS301,Machine Learning,5.0,2024/2025,SEM1,2025-07-02
RPK20250466,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-07-07
RPK20250466,CS-202,Web Development,3.0,2024/2025,S2,2025-05-11
RPK20250466,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-06-10
RPK20250466,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-12-07
RPK20250466,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-03-18
RPK20250466,CS302,Cloud Computing,4.0,2025/2026,Semester 2,2025-08-08
RPK20250466,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-06-11
RPK20230467,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-09-30
RPK20230467,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2026-01-01
RPK20230467,CS201,Database Systems,4.0,2023/2024,S1,2025-08-31
RPK20230467,ENG101,Technical Writing,3.0,2024/2025,SEM2,2025-08-18
RPK20220468,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-06-10
RPK20220468,CS101,Introduction to Programming,4.0,2023/2024,S1,2026-01-10
RPK20220468,CS201,Database Systems,4.0,2025/2026,S2,2025-04-15
RPK20220468,CS302,Cloud Computing,4.0,2025/2026,Semester 1,2025-07-29
RPK20250469,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-09-09
RPK20250469,CS102,Data Structures,5.0,2024/2025,S2,2025-10-11
RPK20250469,CS201,Database Systems,4.0,2024/2025,S2,2025-05-16
RPK20250469,CS302,Cloud Computing,4.0,2023/2024,S1,2025-03-28
RPK20250469,PHY101,Physics for Engineers,4.0,2023/2024,SEM1,2025-04-15
RPK20250469,MTH101,Calculus I,4.0,2023/2024,S2,2025-04-18
RPK20250469,CS202,Web Development,3.0,2024/2025,S2,2025-08-30
RPK20240470,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-04-30
RPK20240470,PHY101,Physics for Engineers,4.0,2024/2025,SEM2,2025-07-24
RPK20240470,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-07-27
RPK20240470,CS301,Machine Learning,,2025/2026,S2,2025-04-17
RPK20240470,CS302,Cloud Computing,4.0,2025/2026,SEM1,2026-01-09
RPK20240470,CS102,Data Structures,5.0,2024/2025,SEM1,2025-08-07
RPK20240470,eng101,Technical Writing,3.0,2025/2026,Semester 1,2025-10-12
RPK20250471,MTH102,Linear Algebra,4.0,2024/2025,Semester 1,2025-12-10
RPK20250471,CS102,Data Structures,5.0,2025/2026,SEM1,2025-10-31
RPK20250471,CS301,Machine Learning,5.0,2023/2024,Semester 2,2025-06-27
RPK20250471,MTH101,Calculus I,4.0,2024/2025,Semester 2,2025-07-15
RPK20250471,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-07-24
RPK20250471,CS-201,Database Systems,4.0,2025/2026,SEM1,2025-10-25
RPK20220472,MTH101,Calculus I,4.0,2025/2026,S1,2025-03-01
RPK20220472,CS202,Web Development,3.0,2025/2026,S1,2025-04-09
RPK20220472,CS201,Database Systems,4.0,2025/2026,S1,2025-05-07
RPK20220472,CS102,Data Structures,5.0,2023/2024,SEM1,2025-09-07
RPK20250473,CS201,Database Systems,4.0,2023/2024,Semester 2,2025-12-10
RPK20250473,CS302,Cloud Computing,4.0,2023/2024,S1,2025-03-08
RPK20250473,CS202,Web Development,3.0,2023/2024,Semester 1,2025-04-23
RPK20250473,CS101,Introduction to Programming,4.0,2024/2025,S2,2025-06-25
RPK20250473,PHY101,Physics for Engineers,4.0,2024/2025,SEM1,2025-07-16
RPK20250473,MTH102,Linear Algebra,4.0,2024/2025,SEM2,2025-08-01
RPK20250473,ENG101,Technical Writing,3.0,2024/2025,SEM1,2025-02-22
RPK20230474,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-02-28
RPK20230474,CS302,Cloud Computing,4.0,2023/2024,Semester 2,2025-04-08
RPK20230474,MTH102,Linear Algebra,4.0,2024/2025,S1,2025-07-11
RPK20230474,PHY101,Physics for Engineers,4.0,2024/2025,S2,2025-06-08
RPK20230474,CS202,Web Development,3.0,2024/2025,S1,2025-07-20
RPK20230474,CS102,Data Structures,5.0,2023/2024,S2,2025-10-24
RPK20230475,CS-101,Introduction to Programming,4.0,2025/2026,S2,2025-09-03
RPK20230475,CS302,Cloud Computing,,2023/2024,SEM2,2025-06-02
RPK20230475,CS201,Database Systems,4.0,2024/2025,SEM2,2025-02-28
RPK20230475,CS301,Machine Learning,5.0,2023/2024,SEM1,2025-05-26
RPK20230475,MTH101,Calculus I,4.0,2025/2026,S2,2025-09-16
RPK20230475,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-07-23
RPK20220476,CS201,Database Systems,4.0,2025/2026,S2,2025-07-14
RPK20220476,CS-102,Data Structures,5.0,2024/2025,SEM1,2025-09-17
RPK20220476,mth101,Calculus I,4.0,2025/2026,Semester 1,2025-04-29
RPK20220476,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2026-01-03
RPK20220476,CS202,Web Development,3.0,2023/2024,SEM1,2025-05-04
RPK20220476,CS302,Cloud Computing,4.0,2024/2025,Semester 1,2025-05-08
RPK20240477,,Machine Learning,5.0,2025/2026,S2,2025-11-11
RPK20240477,CS101,Introduction to Programming,4.0,2023/2024,S2,2025-12-16
RPK20240477,MTH101,Calculus I,4.0,2024/2025,S2,2025-10-16
RPK20240477,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-04-30
RPK20240477,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-10-01
RPK20240477,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-05-24
RPK20250478,PHY101,Physics for Engineers,4.0,2023/2024,Semester 1,2025-10-19
RPK20250478,CS201,Database Systems,4.0,2025/2026,SEM1,2025-07-03
RPK20250478,CS202,Web Development,3.0,2024/2025,SEM1,2025-06-25
RPK20250478,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2026-01-10
RPK20250478,CS102,Data Structures,5.0,2024/2025,S2,2025-03-08
RPK20240479,ENG101,Technical Writing,3.0,2023/2024,Semester 1,2025-11-23
RPK20240479,CS202,Web Development,3.0,2023/2024,S2,2025-05-26
RPK20240479,MTH102,Linear Algebra,4.0,2025/2026,S1,2025-05-21
RPK20240479,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-12-28
RPK20240479,CS102,Data Structures,5.0,2023/2024,SEM1,2025-07-30
RPK20240479,CS302,Cloud Computing,4.0,2025/2026,SEM1,2025-12-11
RPK20230480,CS202,Web Development,3.0,2023/2024,S1,2025-06-01
RPK20230480,CS102,Data Structures,5.0,2025/2026,S2,2025-05-13
RPK20230480,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-12-31
RPK20230480,CS201,Database Systems,4.0,2025/2026,S2,2025-10-11
RPK20220481,,Physics for Engineers,4.0,2025/2026,Semester 2,2025-12-13
RPK20220481,CS101,Introduction to Programming,4.0,2025/2026,S2,2025-05-23
RPK20220481,ENG101,Technical Writing,3.0,2025/2026,SEM1,2025-06-27
RPK20220481,CS302,Cloud Computing,4.0,2023/2024,Semester 1,2025-12-16
RPK20220481,CS201,Database Systems,4.0,2024/2025,Semester 1,2025-09-04
RPK20220482,CS202,Web Development,3.0,2024/2025,SEM2,2025-10-08
RPK20220482,CS102,Data Structures,5.0,2023/2024,S2,2025-06-22
RPK20220482,ENG101,Technical Writing,3.0,2025/2026,S1,2025-06-01
RPK20220482,CS301,Machine Learning,5.0,2024/2025,SEM1,2025-11-05
RPK20220482,CS201,Database Systems,4.0,2023/2024,SEM2,2025-07-10
RPK20220482,MTH101,Calculus I,4.0,2023/2024,S1,2025-07-29
RPK20220482,MTH102,Linear Algebra,4.0,2023/2024,Semester 2,2026-01-10
RPK20250483,MTH102,Linear Algebra,4.0,2023/2024,S2,2025-06-18
RPK20250483,cs302,Cloud Computing,4.0,2023/2024,SEM1,2025-06-25
RPK20250483,phy101,Physics for Engineers,4.0,2023/2024,SEM1,2025-05-28
RPK20250483,CS-301,Machine Learning,5.0,2025/2026,Semester 2,2025-08-07
RPK20250483,CS201,Database Systems,4.0,2025/2026,Semester 2,2025-07-29
RPK20230484,CS301,Machine Learning,5.0,2024/2025,Semester 1,2026-01-10
RPK20230484,,Web Development,3.0,2025/2026,Semester 1,2025-06-23
RPK20230484,MTH102,Linear Algebra,4.0,2024/2025,SEM1,2025-07-23
RPK20230484,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-03-07
RPK20230484,ENG101,Technical Writing,3.0,2023/2024,SEM1,2025-10-28
RPK20230484,CS201,Database Systems,4.0,2024/2025,Semester 1,2025-03-12
RPK20230484,MTH101,Calculus I,4.0,2025/2026,SEM2,2025-03-12
RPK20230485,CS101,Introduction to Programming,4.0,2025/2026,S1,2025-07-11
RPK20230485,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-12-12
RPK20230485,CS102,Data Structures,5.0,2025/2026,S2,2025-10-28
RPK20230485,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-09-23
RPK20230485,CS202,Web Development,3.0,2025/2026,S1,2025-11-25
RPK20240486,MTH101,Calculus I,4.0,2024/2025,S2,2025-08-22
RPK20240486,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-05-27
RPK20240486,CS-302,Cloud Computing,4.0,2024/2025,SEM2,2025-03-30
RPK20240486,cs101,Introduction to Programming,4.0,2024/2025,SEM2,2025-05-20
RPK20240486,CS301,Machine Learning,5.0,2023/2024,S1,2025-06-22
RPK20240486,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-10-12
RPK20240486,cs202,Web Development,3.0,2024/2025,Semester 1,2025-07-12
RPK20240487,PHY101,Physics for Engineers,4.0,2023/2024,S1,2026-01-12
RPK20240487,CS302,Cloud Computing,4.0,2023/2024,S1,2025-05-04
RPK20240487,CS-201,Database Systems,4.0,2023/2024,S1,2025-10-26
RPK20240487,,Machine Learning,5.0,2025/2026,Semester 2,2025-07-18
RPK20240487,CS101,Introduction to Programming,4.0,2023/2024,S2,2025-04-14
RPK20240487,ENG101,Technical Writing,3.0,2023/2024,S2,2025-04-03
RPK20250488,CS202,Web Development,3.0,2023/2024,S2,2025-07-25
RPK20250488,CS-101,Introduction to Programming,4.0,2023/2024,Semester 2,2025-07-04
RPK20250488,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-09-09
RPK20250488,PHY101,Physics for Engineers,4.0,2025/2026,S1,2025-10-04
RPK20250488,MTH101,Calculus I,4.0,2023/2024,S1,2025-04-01
RPK20250488,MTH102,Linear Algebra,4.0,2024/2025,SEM1,2025-09-29
RPK20250488,ENG101,Technical Writing,3.0,2025/2026,SEM2,2025-08-06
RPK20240489,CS202,Web Development,3.0,2023/2024,Semester 2,2025-12-18
RPK20240489,CS101,Introduction to Programming,4.0,2023/2024,S1,2025-07-18
RPK20240489,cs301,Machine Learning,5.0,2025/2026,Semester 1,2026-01-03
RPK20240489,MTH101,Calculus I,4.0,2023/2024,SEM1,2025-03-30
RPK20230490,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-03-28
RPK20230490,CS101,Introduction to Programming,4.0,2023/2024,SEM1,2025-05-31
RPK20230490,CS301,Machine Learning,5.0,2024/2025,SEM2,2025-06-04
RPK20230490,CS202,Web Development,3.0,2024/2025,Semester 2,2025-10-11
RPK20250491,CS102,Data Structures,5.0,2025/2026,S2,2025-03-19
RPK20250491,CS202,Web Development,3.0,2025/2026,SEM2,2025-07-15
RPK20250491,CS-201,Database Systems,4.0,2024/2025,S2,2025-04-23
RPK20250491,ENG101,Technical Writing,3.0,2025/2026,Semester 2,2025-02-21
RPK20250491,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-03-03
RPK20240492,CS201,Database Systems,4.0,2023/2024,S1,2025-07-19
RPK20240492,CS202,Web Development,3.0,2025/2026,Semester 1,2025-11-16
RPK20240492,MTH102,Linear Algebra,4.0,2023/2024,SEM2,2025-07-22
RPK20240492,MTH101,Calculus I,4.0,2024/2025,Semester 1,2025-03-24
RPK20240492,cs102,Data Structures,5.0,2023/2024,S1,2025-02-26
RPK20240492,CS302,Cloud Computing,4.0,2025/2026,S1,2025-05-21
RPK20250493,CS-301,Machine Learning,5.0,2025/2026,SEM2,2025-10-29
RPK20250493,CS201,Database Systems,4.0,2023/2024,S1,2025-12-24
RPK20250493,CS302,Cloud Computing,4.0,2024/2025,SEM1,2025-11-04
RPK20250493,ENG101,Technical Writing,3.0,2024/2025,Semester 2,2025-04-26
RPK20250493,PHY101,Physics for Engineers,4.0,2024/2025,SEM1,2025-06-17
RPK20250494,MTH101,Calculus I,4.0,2025/2026,Semester 2,2025-08-10
RPK20250494,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-12-02
RPK20250494,ENG101,Technical Writing,3.0,2023/2024,S2,2025-12-13
RPK20250494,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-10-11
RPK20250494,cs101,Introduction to Programming,4.0,2023/2024,Semester 1,2025-09-30
RPK20250494,MTH102,Linear Algebra,4.0,2023/2024,SEM2,2025-08-18
RPK20220495,CS201,Database Systems,4.0,2025/2026,Semester 2,2025-07-21
RPK20220495,CS102,Data Structures,5.0,2025/2026,Semester 2,2025-12-17
RPK20220495,CS101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-02-24
RPK20220495,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-10-14
RPK20220495,ENG101,Technical Writing,3.0,2025/2026,S1,2025-03-07
RPK20240496,CS202,Web Development,3.0,2023/2024,Semester 1,2025-08-21
RPK20240496,ENG101,Technical Writing,3.0,2023/2024,S1,2025-04-23
RPK20240496,MTH101,Calculus I,4.0,2025/2026,SEM1,2025-07-11
RPK20240496,CS102,Data Structures,5.0,2025/2026,SEM1,2025-08-02
RPK20240496,CS201,Database Systems,4.0,2023/2024,Semester 1,2025-04-02
RPK20240496,CS101,Introduction to Programming,4.0,2024/2025,Semester 1,2025-12-24
RPK20240496,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-04-12
RPK20240497,CS301,Machine Learning,5.0,2024/2025,Semester 1,2025-08-19
RPK20240497,MTH102,Linear Algebra,4.0,2024/2025,S2,2025-06-23
RPK20240497,CS-302,Cloud Computing,4.0,2025/2026,S1,2025-02-25
RPK20240497,ENG101,Technical Writing,3.0,2023/2024,SEM2,2025-02-23
RPK20240497,MTH101,Calculus I,4.0,2025/2026,S2,2025-10-12
RPK20240497,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2025-12-16
RPK20230498,CS102,Data Structures,5.0,2023/2024,SEM2,2025-03-26
RPK20230498,CS202,Web Development,3.0,2025/2026,Semester 2,2025-12-17
RPK20230498,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-11-15
RPK20230498,CS302,Cloud Computing,4.0,2023/2024,SEM2,2025-03-07
RPK20230498,MTH101,Calculus I,4.0,2023/2024,SEM2,2025-02-15
RPK20240499,ENG101,Technical Writing,3.0,2024/2025,SEM1,2025-02-18
RPK20240499,MTH101,Calculus I,4.0,2025/2026,SEM1,2025-04-02
RPK20240499,,Linear Algebra,4.0,2023/2024,S2,2025-05-26
RPK20240499,PHY101,Physics for Engineers,4.0,2025/2026,SEM1,2025-07-06
RPK20240499,CS202,Web Development,3.0,2024/2025,S2,2025-10-13
RPK20240499,CS-302,Cloud Computing,4.0,2024/2025,Semester 1,2025-06-03
RPK20240499,CS102,Data Structures,5.0,2025/2026,SEM1,2025-07-18
RPK20230500,MTH102,Linear Algebra,4.0,2025/2026,SEM2,2025-10-23
RPK20230500,CS202,Web Development,3.0,2023/2024,S2,2025-10-04
RPK20230500,CS-101,Introduction to Programming,4.0,2024/2025,Semester 2,2025-11-15
RPK20230500,CS-201,Database Systems,4.0,2023/2024,SEM2,2025-10-23
RPK20250501,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-11-16
RPK20250501,CS301,Machine Learning,5.0,2025/2026,Semester 2,2026-01-10
RPK20250501,ENG101,Technical Writing,3.0,2024/2025,SEM1,2025-06-09
RPK20250501,MTH102,Linear Algebra,4.0,2024/2025,SEM1,2025-02-16
RPK20250501,PHY101,Physics for Engineers,4.0,2023/2024,S2,2025-05-24
RPK20250501,CS302,Cloud Computing,4.0,2023/2024,SEM1,2025-08-31
RPK20250501,CS202,Web Development,3.0,2025/2026,S1,2025-12-27
RPK20240502,MTH102,Linear Algebra,4.0,2024/2025,S2,2025-03-18
RPK20240502,MTH101,Calculus I,4.0,2024/2025,S1,2025-09-20
RPK20240502,CS102,Data Structures,5.0,2025/2026,Semester 1,2025-08-01
RPK20240502,ENG101,Technical Writing,3.0,2025/2026,Semester 1,2025-02-16
RPK20240502,CS301,Machine Learning,5.0,2023/2024,Semester 1,2025-11-25
RPK20240502,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-12-16
RPK20240502,CS201,Database Systems,4.0,2024/2025,S2,2025-10-18
RPK20220503,MTH102,Linear Algebra,4.0,2024/2025,S2,2026-01-01
RPK20220503,CS101,Introduction to Programming,4.0,2025/2026,SEM1,2025-09-09
RPK20220503,CS102,Data Structures,5.0,2025/2026,SEM1,2025-11-23
RPK20220503,ENG101,Technical Writing,3.0,2025/2026,S1,2025-09-15
RPK20220503,PHY101,Physics for Engineers,4.0,2025/2026,SEM2,2025-05-23
RPK20220503,MTH101,Calculus I,4.0,2025/2026,Semester 1,2025-04-13
RPK20220504,,Physics for Engineers,4.0,2023/2024,Semester 1,2025-06-04
RPK20220504,cs102,Data Structures,5.0,2024/2025,SEM1,2025-02-21
RPK20220504,CS202,Web Development,3.0,2025/2026,S1,2025-04-05
RPK20220504,MTH102,Linear Algebra,4.0,2023/2024,SEM1,2025-02-14
RPK20220504,MTH101,Calculus I,4.0,2024/2025,SEM1,2025-03-23
RPK20220504,CS-101,Introduction to Programming,4.0,2025/2026,S2,2025-11-28
RPK20220505,CS302,Cloud Computing,4.0,2025/2026,Semester 1,2025-12-08
RPK20220505,CS301,Machine Learning,5.0,2024/2025,SEM1,2025-11-29
RPK20220505,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-09-09
RPK20220505,CS101,Introduction to Programming,4.0,2024/2025,S1,2025-11-08
RPK20220505,PHY101,Physics for Engineers,4.0,2025/2026,Semester 2,2025-12-30
RPK20220506,CS102,Data Structures,5.0,2024/2025,SEM1,2025-09-19
RPK20220506,MTH101,Calculus I,4.0,2024/2025,S1,2025-03-13
RPK20220506,CS301,Machine Learning,5.0,2024/2025,SEM2,2025-03-04
RPK20220506,,Web Development,3.0,2023/2024,S1,2025-05-15
RPK20220506,CS302,Cloud Computing,4.0,2024/2025,Semester 2,2025-06-18
RPK20250507,CS301,Machine Learning,5.0,2024/2025,SEM1,2025-12-14
RPK20250507,CS302,Cloud Computing,4.0,2025/2026,Semester 2,2025-10-13
RPK20250507,PHY101,Physics for Engineers,4.0,2025/2026,S2,2025-12-24
RPK20250507,cs102,Data Structures,5.0,2023/2024,Semester 2,2025-07-11
RPK20230508,CS102,Data Structures,5.0,2023/2024,S1,2025-05-18
RPK20230508,PHY101,Physics for Engineers,4.0,2024/2025,Semester 2,2025-11-22
RPK20230508,CS101,Introduction to Programming,4.0,2024/2025,SEM2,2025-08-15
RPK20230508,MTH102,Linear Algebra,4.0,2025/2026,Semester 1,2025-08-05
RPK20230508,ENG101,Technical Writing,3.0,2024/2025,Semester 1,2025-02-20
RPK20230508,CS201,Database Systems,4.0,2023/2024,S1,2025-05-18
RPK20230508,CS202,Web Development,3.0,2025/2026,Semester 1,2025-12-14
RPK20250509,CS101,Introduction to Programming,4.0,2025/2026,SEM1,2025-05-14
RPK20250509,CS-201,Database Systems,4.0,2025/2026,SEM2,2025-12-16
RPK20250509,CS202,Web Development,3.0,2023/2024,Semester 2,2025-03-05
RPK20250509,CS102,Data Structures,5.0,2024/2025,SEM2,2025-08-09
RPK20250509,MTH102,Linear Algebra,4.0,2024/2025,Semester 2,2025-03-09
